AVG_CRASHES,CORRIDOR,CORR_ENDMP,CORR_MP,DEPT_ID,PER_100M_VMT,SEC_LNT_MI,SEGMENT_KEY,SIGNED_ROUTE,TOTAL_CRASHES,TYC_AADT
6.0,C000094,126+0.066,120+0.156,I-94,54.66509046255912,5.925,C000094_120+0.156_126+0.066_I-94,I-94,30,5072.5
6.6,C000094,120+0.156,117+0.497,I-94,134.75027499611537,2.644,C000094_117+0.497_120+0.156_I-94,I-94,33,5072.5
2.8,C000354,009+0.456,005+0.495,S-354,210.2605679950929,3.956,C000354_005+0.495_009+0.456_S-354,S-354,14,921.75
20.4,C000094,117+0.497,106+0.564,I-94,100.0934600407429,11.002,C000094_106+0.564_117+0.497_I-94,I-94,102,5072.5
2.4,C000094,106+0.564,103+0.655,I-94,42.851038347192535,2.909,C000094_103+0.655_106+0.564_I-94,I-94,12,5272
11.2,C000094,103+0.655,094+1.002,I-94,63.97581698617496,8.719,C000094_094+1.002_103+0.655_I-94,I-94,56,5498
6.2,C000094,087+0.382,082+0.004,I-94,72.8985384370676,5.375,C000094_082+0.004_087+0.382_I-94,I-94,31,4332.75
5.4,C000094,082+0.004,078+0.309,I-94,92.3852139535728,3.694,C000094_078+0.309_082+0.004_I-94,I-94,27,4332.75
8.2,C000094,078+0.309,071+0.797,I-94,82.35603356636524,6.51,C000094_071+0.797_078+0.309_I-94,I-94,41,4188
5.2,C000094,071+0.797,067+0.742,I-94,69.06414232415358,4.089,C000094_067+0.742_071+0.797_I-94,I-94,26,5042
2.0,C000345,005+0.545,003+0.030,S-345,201.40463225890977,2.509,C000345_003+0.030_005+0.545_S-345,S-345,10,1083.75
7.2,C000094,067+0.742,062+0.943,I-94,82.66419508989767,4.806,C000094_062+0.943_067+0.742_I-94,I-94,36,4962.5
18.6,C000094,046+0.926,035+0.800,I-94,99.51666235292149,11.167,C000094_035+0.800_046+0.926_I-94,I-94,93,4583
3.2,C000288,012+0.906,007+0.757,S-288,299.4348133089497,5.161,C000288_007+0.757_012+0.906_S-288,S-288,16,567
8.4,C000094,023+0.060,014+0.613,I-94,52.210193519107534,8.438,C000094_014+0.613_023+0.060_I-94,I-94,42,5221
16.2,C000094,014+0.613,005+0.882,I-94,83.90125761250479,8.683,C000094_005+0.882_014+0.613_I-94,I-94,81,6089
21.4,C000094,005+0.882,000+0.000,I-94,112.06810726117627,5.824,C000094_000+0.000_005+0.882_I-94,I-94,107,8978
8.8,C000093,032+0.631,030+0.925,N-93,574.8049196886303,1.689,C000093_030+0.925_032+0.631_N-93,US-12,44,2482
0.0,C000544,019+0.013,013+0.100,S-544,0.0,5.902,C000544_013+0.100_019+0.013_S-544,S-544,0,37.75
3.4,C000093,005+0.911,000+0.000,N-93,202.81774182871322,5.946,C000093_000+0.000_005+0.911_N-93,US-12,17,772
0.0,C000201,020+0.254,013+1.077,S-201,0.0,6.15,C000201_013+1.077_020+0.254_S-201,S-201,0,39.75
10.2,C000090,543+0.732,530+0.302,I-90,51.58036084011339,13.453,C000090_530+0.302_543+0.732_I-90,I-90,51,4025
0.2,C000432,046+0.561,041+0.536,S-432,77.5405866544304,5.009,C000432_041+0.536_046+0.561_S-432,S-432,1,141
2.0,C000090,514+0.459,510+0.514,I-90,25.73509928288725,3.951,C000090_510+0.514_514+0.459_I-90,I-90,10,5386
3.8,C000090,503+0.089,497+0.350,I-90,21.54934708068804,5.67,C000090_497+0.350_503+0.089_I-90,I-90,19,8516
4.2,C000094,176+0.239,168+0.691,I-94,36.12764925808717,7.518,C000094_168+0.691_176+0.239_I-94,I-94,21,4234.25
10.2,C000090,495+0.717,484+0.229,I-90,33.132041049328926,11.47,C000090_484+0.229_495+0.717_I-90,I-90,51,7349.5
0.4,C000518,000+0.456,000+0.047,S-518,51.81081066176722,0.409,C000518_000+0.047_000+0.456_S-518,S-518,2,5168.75
8.0,C000090,484+0.229,478+0.455,I-90,50.79208402136087,5.772,C000090_478+0.455_484+0.229_I-90,I-90,40,7472
0.4,C000343,043+0.308,033+0.966,S-343,105.3778407837352,9.308,C000343_033+0.966_043+0.308_S-343,S-343,2,111.66666666666667
5.6,C000090,478+0.455,473+0.231,I-90,37.453341657515175,5.221,C000090_473+0.231_478+0.455_I-90,I-90,28,7841.75
20.6,C000090,462+0.045,456+0.787,I-90,131.8642647716558,5.143,C000090_456+0.787_462+0.045_I-90,I-90,103,8317.5
3.0,C000090,456+0.787,456+0.308,I-90,206.18741929605332,0.479,C000090_456+0.308_456+0.787_I-90,I-90,15,8317.5
5.6,C000284,008+0.076,004+0.667,S-284,268.36704434906494,3.52,C000284_004+0.667_008+0.076_S-284,S-284,28,1623.25
2.6,C000292,009+0.303,007+0.098,S-292,198.49222051984887,2.2,C000292_007+0.098_009+0.303_S-292,S-292,13,1630.3333333333333
0.0,C000405,027+0.296,022+0.263,S-405,0.0,5.007,C000405_022+0.263_027+0.296_S-405,S-405,0,156.75
0.0,C000218,024+0.768,024+0.730,S-218,0.0,0.038,C000218_024+0.730_024+0.768_S-218,S-218,0,22.25
8.0,C000090,434+0.157,432+0.252,I-90,60.597249321629405,1.883,C000090_432+0.252_434+0.157_I-90,I-90,40,19198
11.2,C000090,396+0.801,391+0.940,I-90,59.88905486003383,4.909,C000090_391+0.940_396+0.801_I-90,I-90,56,10431.5
21.6,C000090,361+0.785,354+0.044,I-90,66.64671130960055,7.751,C000090_354+0.044_361+0.785_I-90,I-90,108,11449.5
0.2,C000090,354+0.044,354+0.033,I-90,434.8305213474023,0.011,C000090_354+0.033_354+0.044_I-90,I-90,1,11449.5
1.0,C000285,009+0.349,005+0.729,S-285,407.9718748758745,3.628,C000285_005+0.729_009+0.349_S-285,S-285,5,185
35.8,C000090,330+0.791,324+0.392,I-90,91.90210321792092,6.476,C000090_324+0.392_330+0.791_I-90,I-90,179,16471
26.0,C000090,283+0.040,278+0.056,I-90,74.02516304468318,4.926,C000090_278+0.056_283+0.040_I-90,I-90,130,19524
7.6,C000090,271+0.745,267+0.446,I-90,40.276049562698084,4.294,C000090_267+0.446_271+0.745_I-90,I-90,38,12033
47.8,C000090,241+0.777,232+0.982,I-90,156.88207414338984,8.971,C000090_232+0.982_241+0.777_I-90,I-90,239,9300
1.0,C000213,038+0.647,031+0.439,S-213,253.4690021097746,7.202,C000213_031+0.439_038+0.647_S-213,S-213,5,150
7.2,C000090,228+0.380,226+0.731,I-90,118.46839704170472,1.594,C000090_226+0.731_228+0.380_I-90,I-90,36,10440.25
10.2,C000090,219+0.215,216+0.549,I-90,69.16816952288463,2.743,C000090_216+0.549_219+0.215_I-90,I-90,51,14721
23.2,C000090,216+0.549,211+0.645,I-90,87.69589283253207,5.04,C000090_211+0.645_216+0.549_I-90,I-90,116,14373
7.8,C000090,210+0.511,208+0.189,I-90,61.19715767541588,2.325,C000090_208+0.189_210+0.511_I-90,I-90,39,15011
5.2,C000090,197+0.302,195+0.410,I-90,76.23849313264563,1.873,C000090_195+0.410_197+0.302_I-90,I-90,26,9971.5
0.4,C000225,019+0.509,013+0.500,S-225,218.47515866004662,6.004,C000225_013+0.500_019+0.509_S-225,S-225,2,83.5
15.0,C000090,169+1.052,166+0.088,I-90,95.6410885640891,3.947,C000090_166+0.088_169+1.052_I-90,I-90,75,10880.5
3.6,C000090,131+0.640,130+0.177,I-90,57.2088563306592,1.46,C000090_130+0.177_131+0.640_I-90,I-90,18,11802
16.0,C000090,194+0.909,187+0.740,I-90,57.07189209657246,7.169,C000090_187+0.740_194+0.909_I-90,I-90,80,10708
31.8,C000090,120+0.660,113+0.648,I-90,112.66087274768664,6.869,C000090_113+0.648_120+0.660_I-90,I-90,159,11252
0.2,C000379,015+0.026,014+0.018,S-379,2128.471699638077,1.009,C000379_014+0.018_015+0.026_S-379,S-379,1,25.5
16.6,C000090,089+0.501,084+0.781,I-90,95.32660190253597,4.524,C000090_084+0.781_089+0.501_I-90,I-90,83,10540
12.2,C000090,084+0.781,082+0.164,I-90,118.24716370844024,2.569,C000090_082+0.164_084+0.781_I-90,I-90,61,10997
19.0,C000090,082+0.164,077+0.229,I-90,121.21997675149464,4.959,C000090_077+0.229_082+0.164_I-90,I-90,95,8654.75
3.6,C005809,007+0.384,006+0.377,S-229,291.6022831910562,1.007,C005809_006+0.377_007+0.384_S-229,S-229,18,3357
0.0,C000090,077+0.229,077+0.182,I-90,0.0,0.047,C000090_077+0.182_077+0.229_I-90,I-90,0,8654.75
9.6,C000090,074+0.756,070+0.373,I-90,71.84800855175311,4.391,C000090_070+0.373_074+0.756_I-90,I-90,48,8332.25
11.2,C000090,070+0.373,066+0.549,I-90,85.9521386732552,3.891,C000090_066+0.549_070+0.373_I-90,I-90,56,9170
14.6,C000090,042+0.792,037+0.029,I-90,106.72412370215035,5.278,C000090_037+0.029_042+0.792_I-90,I-90,73,7097.25
21.8,C000090,029+0.777,026+0.394,I-90,250.13564664499884,3.399,C000090_026+0.394_029+0.777_I-90,I-90,109,7021
5.8,C000090,026+0.394,025+0.133,I-90,155.27721630021233,1.261,C000090_025+0.133_026+0.394_I-90,I-90,29,8111
0.2,C000441,000+0.112,000+0.000,S-441,831.226285529687,0.112,C000441_000+0.000_000+0.112_S-441,S-441,1,588.25
1.6,C000286,003+0.895,000+0.799,S-286,300.8019952717737,3.13,C000286_000+0.799_003+0.895_S-286,S-286,8,465.3333333333333
10.8,C000090,021+0.785,018+0.688,I-90,122.75835176608523,3.062,C000090_018+0.688_021+0.785_I-90,I-90,54,7867.5
6.6,C000090,211+0.645,210+0.511,I-90,111.07576532157559,1.132,C000090_210+0.511_211+0.645_I-90,I-90,33,14373
0.4,C000323,057+0.687,040+0.796,P-323,28.251341729283755,16.838,C000323_040+0.796_057+0.687_P-323,MT-323,2,230.25
4.6,C000382,007+0.373,000+0.000,S-382,450.208626168435,7.382,C000382_000+0.000_007+0.373_S-382,S-382,23,379
0.2,C000089,000+0.053,000+0.000,P-89,606.5704082697433,0.053,C000089_000+0.000_000+0.053_P-89,BR I-15/MT-41,1,1703.5
1.0,C000088,001+0.445,000+0.532,N-88,190.28061853421605,0.987,C000088_000+0.532_001+0.445_N-88,MT-88/US-12,5,1458
0.0,C000480,000+0.817,000+0.000,S-480,0.0,0.817,C000480_000+0.000_000+0.817_S-480,S-480,0,171.33333333333334
0.4,C000088,000+0.199,000+0.000,N-88,306.8415952702209,0.199,C000088_000+0.000_000+0.199_N-88,MT-88/US-12,2,1793.75
0.2,C000087,022+0.456,020+0.756,P-87,24.108735965429045,1.699,C000087_020+0.756_022+0.456_P-87,US-287,1,1337
2.0,C000087,014+0.288,006+0.910,P-87,81.64390165141283,7.359,C000087_006+0.910_014+0.288_P-87,US-287,10,911.5
0.2,C000087,006+0.910,006+0.685,P-87,328.80490882712536,0.225,C000087_006+0.685_006+0.910_P-87,US-287,1,740.25
1.4,C000086,027+0.838,021+0.515,P-86,153.69767496729511,6.102,C000086_021+0.515_027+0.838_P-86,MT-86,7,408.75
7.0,C000086,015+0.780,009+0.534,P-86,240.55389865651836,6.263,C000086_009+0.534_015+0.780_P-86,MT-86,35,1272.25
7.2,C000090,274+0.569,271+0.745,I-90,63.30806983014642,2.821,C000090_271+0.745_274+0.569_I-90,I-90,36,11039.25
8.8,C000084,020+0.267,011+0.802,P-84,104.04044258003164,8.39,C000084_011+0.802_020+0.267_P-84,MT-84,44,2760.5
12.6,C000083,091+0.107,088+0.366,P-83,207.36071193686445,2.77,C000083_088+0.366_091+0.107_P-83,MT-83,63,6006.666666666667
10.2,C000083,088+0.366,082+0.648,P-83,185.83859294921584,5.688,C000083_082+0.648_088+0.366_P-83,MT-83,51,2642.25
0.0,C000467,015+0.197,006+0.656,S-467,0.0,8.515,C000467_006+0.656_015+0.197_S-467,S-467,0,38
8.0,C000083,082+0.644,078+0.913,P-83,231.5452877518065,3.56,C000083_078+0.913_082+0.644_P-83,MT-83,40,2657.5
0.0,C000083,048+0.276,047+0.759,P-83,0.0,0.514,C000083_047+0.759_048+0.276_P-83,MT-83,0,1241
9.0,C000279,038+0.886,027+0.012,S-279,564.2049163910677,11.586,C000279_027+0.012_038+0.886_S-279,S-279,45,377
3.4,C000083,047+0.759,042+0.164,P-83,134.34792311653132,5.584,C000083_042+0.164_047+0.759_P-83,MT-83,17,1241
3.2,C000083,014+0.960,013+0.733,P-83,219.3270275667838,1.277,C000083_013+0.733_014+0.960_P-83,MT-83,16,3128.5
15.8,C000083,010+0.119,000+0.000,P-83,156.10488886894257,10.113,C000083_000+0.000_010+0.119_P-83,MT-83,79,2740.5
1.0,C000306,024+0.045,010+0.474,S-306,200.021010687013,13.724,C000306_010+0.474_024+0.045_S-306,S-306,5,99.75
12.6,C000082,003+0.634,000+0.000,P-82,101.13675727356605,3.615,C000082_000+0.000_003+0.634_P-82,MT-82,63,9436.75
0.2,C000081,019+0.470,014+0.856,P-81,35.762471858124215,4.609,C000081_014+0.856_019+0.470_P-81,MT-81,1,332.25
0.4,C000253,015+0.070,005+0.500,S-253,30.576452123383852,9.546,C000253_005+0.500_015+0.070_S-253,S-253,2,375.25
0.6,C000081,006+0.130,003+0.103,P-81,152.4104034512283,3.028,C000081_003+0.103_006+0.130_P-81,MT-81,3,356
0.2,C000081,003+0.103,000+0.000,P-81,47.63291287951666,3.12,C000081_000+0.000_003+0.103_P-81,MT-81,1,368.5
0.2,C000080,066+0.500,065+0.626,P-80,109.26732993647794,0.866,C000080_065+0.626_066+0.500_P-80,MT-80,1,578.75
1.0,C000080,054+0.912,050+0.892,P-80,211.41403759176134,4.013,C000080_050+0.892_054+0.912_P-80,MT-80,5,322.75
0.2,C000244,001+0.672,000+0.000,S-244,156.07182986220272,1.663,C000244_000+0.000_001+0.672_S-244,S-244,1,211
0.0,C000080,050+0.892,050+0.890,P-80,0.0,0.002,C000080_050+0.890_050+0.892_P-80,MT-80,0,308.6666666666667
0.0,C000080,050+0.890,049+0.876,P-80,0.0,1.021,C000080_049+0.876_050+0.890_P-80,MT-80,0,292
0.0,C000080,046+0.130,046+0.074,P-80,0.0,0.056,C000080_046+0.074_046+0.130_P-80,MT-80,0,192
1.6,C000080,009+0.980,007+0.098,P-80,286.9805306270227,2.926,C000080_007+0.098_009+0.980_P-80,MT-80,8,521.75
1.6,C000249,006+0.123,000+0.000,S-249,84.78832258762345,6.115,C000249_000+0.000_006+0.123_S-249,S-249,8,845
0.8,C000482,001+0.279,000+0.000,S-482,324.98783529908997,1.3,C000482_000+0.000_001+0.279_S-482,S-482,4,518.5
5.8,C000209,003+0.341,000+0.000,S-209,119.49012408115352,3.354,C000209_000+0.000_003+0.341_S-209,S-209,29,3962.8
0.0,C000417,003+0.804,000+0.000,S-417,0.0,3.801,C000417_000+0.000_003+0.804_S-417,S-417,0,65.25
4.8,C000078,045+1.123,043+0.641,P-78,172.0376401198695,2.336,C000078_043+0.641_045+1.123_P-78,MT-78,24,3270.5
0.0,C000484,027+0.893,025+0.214,S-484,0.0,2.678,C000484_025+0.214_027+0.893_S-484,S-484,0,22.333333333333332
3.6,C000078,032+0.768,029+1.018,P-78,181.34371573228404,2.864,C000078_029+1.018_032+0.768_P-78,MT-78,18,1898
2.0,C000408,016+0.487,008+0.671,S-408,354.6726840074834,7.838,C000408_008+0.671_016+0.487_S-408,S-408,10,197
1.0,C000078,023+0.964,019+0.921,P-78,89.64577220757916,4.035,C000078_019+0.921_023+0.964_P-78,MT-78,5,757
1.6,C000220,013+0.159,005+0.799,S-220,146.14899402972887,7.532,C000220_005+0.799_013+0.159_S-220,S-220,8,398
6.4,C000072,006+0.154,000+0.000,P-72,206.01419711366344,6.153,C000072_000+0.000_006+0.154_P-72,MT-72,32,1382.5
0.0,C000069,038+0.848,038+0.780,P-69,0.0,0.068,C000069_038+0.780_038+0.848_P-69,MT-2/MT-69,0,3949.6666666666665
11.2,C000090,064+0.910,061+0.565,I-90,112.00340440171856,3.349,C000090_061+0.565_064+0.910_I-90,I-90,56,8176
4.4,C000069,014+0.440,006+0.174,P-69,112.95223362359758,8.332,C000069_006+0.174_014+0.440_P-69,MT-2/MT-69,22,1280.2
1.8,C000069,006+0.174,004+0.259,P-69,259.1249933560352,1.887,C000069_004+0.259_006+0.174_P-69,MT-2/MT-69,9,1008
0.4,C000357,026+0.950,011+0.105,S-357,44.7384353641734,15.761,C000357_011+0.105_026+0.950_S-357,S-357,2,155.33333333333334
2.6,C000072,010+0.482,006+0.154,P-72,102.00100573431041,4.344,C000072_006+0.154_010+0.482_P-72,MT-72,13,1606.75
1.2,C000569,004+0.349,000+0.000,S-569,128.49695801989716,4.343,C000569_000+0.000_004+0.349_S-569,S-569,6,588.8
0.4,C000066,050+0.031,047+0.699,P-66,52.652093071126615,2.302,C000066_047+0.699_050+0.031_P-66,MT-66,2,903.6666666666666
1.2,C000066,047+0.699,028+0.012,P-66,21.93352023450348,19.686,C000066_028+0.012_047+0.699_P-66,MT-66,6,761
1.2,C000066,028+0.012,015+0.758,P-66,26.474575477667127,12.228,C000066_015+0.758_028+0.012_P-66,MT-66,6,1015
0.6,C000066,006+0.185,000+0.000,P-66,85.72932896786055,6.198,C000066_000+0.000_006+0.185_P-66,MT-66,3,309.2
0.8,C000065,000+0.306,000+0.000,P-65,127.19146845927271,0.306,C000065_000+0.000_000+0.306_P-65,,4,5628.333333333333
0.0,C000338,017+0.326,015+0.262,S-338,0.0,2.064,C000338_015+0.262_017+0.326_S-338,S-338,0,40
0.6,C000063,036+0.324,035+0.472,N-63,91.21702499073562,0.852,C000063_035+0.472_036+0.324_N-63,MT-3/US-191,3,2114
3.8,C000063,033+0.446,028+0.443,N-63,113.12615715067865,4.986,C000063_028+0.443_033+0.446_N-63,MT-3/US-191,19,1844.75
5.0,C000063,028+0.443,022+0.873,N-63,120.16422215927822,5.564,C000063_022+0.873_028+0.443_N-63,MT-3/US-191,25,2047.75
3.8,C000063,022+0.190,019+0.207,N-63,172.65757267808706,2.943,C000063_019+0.207_022+0.190_N-63,MT-3/US-191,19,2047.75
0.0,C000062,035+0.060,034+0.904,N-62,0.0,0.25,C000062_034+0.904_035+0.060_N-62,MT-16,0,1865.5
1.8,C000087,020+0.756,014+0.288,P-87,105.21634740020461,6.468,C000087_014+0.288_020+0.756_P-87,US-287,9,724.25
1.0,C000062,003+0.989,002+0.557,N-62,204.3052500027528,1.386,C000062_002+0.557_003+0.989_N-62,MT-16,5,967
1.6,C000061,155+0.541,147+0.386,N-61,129.54847488717877,8.11,C000061_147+0.386_155+0.541_N-61,US-87,8,417
3.6,C000061,117+0.951,102+0.289,N-61,172.4361902356803,15.63,C000061_102+0.289_117+0.951_N-61,US-87,18,365.75
1.2,C000232,024+0.015,008+0.466,S-232,97.36497540223596,15.57,C000232_008+0.466_024+0.015_S-232,S-232,6,216.75
0.4,C000061,088+0.693,088+0.084,N-61,295.68555274948653,0.608,C000061_088+0.084_088+0.693_N-61,US-87,2,609.25
0.0,C000225,045+0.087,045+0.085,S-225,0.0,0.002,C000225_045+0.085_045+0.087_S-225,S-225,0,22.5
4.8,C000061,079+0.273,066+0.606,N-61,165.42305155298783,12.667,C000061_066+0.606_079+0.273_N-61,US-87,24,627.25
2.0,C000061,066+0.606,053+0.250,N-61,90.66043915178206,13.379,C000061_053+0.250_066+0.606_N-61,US-87,10,451.5
2.8,C000061,053+0.250,045+0.163,N-61,182.55932887919238,8.092,C000061_045+0.163_053+0.250_N-61,US-87,14,519
0.0,C000409,026+0.464,021+0.219,S-409,0.0,5.244,C000409_021+0.219_026+0.464_S-409,S-409,0,37.5
0.4,C000061,045+0.163,044+0.074,N-61,86.60200926014501,1.07,C000061_044+0.074_045+0.163_N-61,US-87,2,1182
1.4,C000061,044+0.074,042+0.670,N-61,279.54178829499926,1.404,C000061_042+0.670_044+0.074_N-61,US-87,7,976.75
4.2,C000503,003+0.697,001+0.374,S-503,319.8763846546184,2.381,C000503_001+0.374_003+0.697_S-503,S-503,21,1510
0.2,C000061,021+0.897,020+0.864,N-61,54.480668313922365,1.02,C000061_020+0.864_021+0.897_N-61,US-87,1,985.5
0.0,C000061,020+0.864,019+0.885,N-61,0.0,0.99,C000061_019+0.885_020+0.864_N-61,US-87,0,1122.5
0.8,C000061,012+0.494,011+0.528,N-61,198.6356714369832,0.971,C000061_011+0.528_012+0.494_N-61,US-87,4,1135.75
0.2,C000061,011+0.528,009+0.767,N-61,27.47510498081349,1.755,C000061_009+0.767_011+0.528_N-61,US-87,1,1135.75
2.8,C000061,009+0.767,002+0.967,N-61,97.50044414742949,6.798,C000061_002+0.967_009+0.767_N-61,US-87,14,1156.75
60.8,C000090,153+0.130,137+0.824,I-90,83.22219692004569,15.293,C000090_137+0.824_153+0.130_I-90,I-90,304,13081
0.0,C000493,004+0.878,000+0.000,S-493,0.0,4.877,C000493_000+0.000_004+0.878_S-493,S-493,0,176
0.2,C000400,012+0.366,005+0.340,S-400,132.95627548160203,7.021,C000400_005+0.340_012+0.366_S-400,S-400,1,58.666666666666664
0.8,C000060,088+0.823,087+0.347,N-60,23.547242075762963,1.461,C000060_087+0.347_088+0.823_N-60,MT-200/MT-3/US-87/US-89,4,6367.5
10.0,C000090,473+0.231,469+0.540,I-90,94.09472648587537,3.711,C000090_469+0.540_473+0.231_I-90,I-90,50,7841.75
0.4,C000060,087+0.347,086+0.905,N-60,56.625041587270864,0.444,C000060_086+0.905_087+0.347_N-60,MT-200/MT-3/US-87/US-89,2,4356.5
1.0,C000060,086+0.905,085+0.551,N-60,47.08149525233757,1.335,C000060_085+0.551_086+0.905_N-60,MT-200/MT-3/US-87/US-89,5,4356.5
0.6,C000060,085+0.551,085+0.223,N-60,115.32806635205623,0.327,C000060_085+0.223_085+0.551_N-60,MT-200/MT-3/US-87/US-89,3,4356.5
1.4,C000060,082+0.312,081+0.801,N-60,141.01813241445336,0.624,C000060_081+0.801_082+0.312_N-60,MT-200/MT-3/US-87/US-89,7,4356.5
0.0,C000336,014+0.625,012+0.923,S-336,0.0,1.7,C000336_012+0.923_014+0.625_S-336,S-336,0,28.5
1.0,C000060,081+0.801,080+0.982,N-60,76.5576079925343,0.821,C000060_080+0.982_081+0.801_N-60,MT-200/MT-3/US-87/US-89,5,4356.5
0.0,C000091,003+1.050,003+0.971,P-91,0.0,0.079,C000091_003+0.971_003+1.050_P-91,BR I-90/US-191,0,2275.6666666666665
0.0,C000060,074+0.510,074+0.462,N-60,0.0,0.048,C000060_074+0.462_074+0.510_N-60,MT-200/MT-3/US-87/US-89,0,4074
9.0,C000060,073+0.866,071+0.037,N-60,269.3061492418759,3.004,C000060_071+0.037_073+0.866_N-60,MT-200/MT-3/US-87/US-89,45,3046.25
0.0,C000201,010+1.009,000+0.000,S-201,0.0,11.001,C000201_000+0.000_010+1.009_S-201,S-201,0,65
4.0,C000060,071+0.037,066+0.995,P-60,289.846682473483,4.179,C000060_066+0.995_071+0.037_P-60,US-89,20,904.25
0.8,C000060,030+0.567,029+0.634,P-60,641.2518672853594,0.965,C000060_029+0.634_030+0.567_P-60,US-89,4,354
0.6,C000060,029+0.634,028+0.649,P-60,465.03611117011906,0.998,C000060_028+0.649_029+0.634_P-60,US-89,3,354
0.0,C000255,020+0.853,007+0.859,S-255,0.0,13.017,C000255_007+0.859_020+0.853_S-255,S-255,0,126.5
1.6,C000060,021+0.498,007+0.911,P-60,79.30451729818537,13.582,C000060_007+0.911_021+0.498_P-60,US-89,8,406.75
1.4,C000211,009+0.723,004+0.733,S-211,216.2368392328575,5.008,C000211_004+0.733_009+0.723_S-211,S-211,7,354
0.0,C000060,007+0.911,007+0.845,P-60,0.0,0.066,C000060_007+0.845_007+0.911_P-60,US-89,0,406.75
0.2,C000060,007+0.845,006+0.414,P-60,68.95513450033417,1.431,C000060_006+0.414_007+0.845_P-60,US-89,1,555
2.2,C000090,391+0.940,391+0.162,I-90,74.32315392045797,0.777,C000090_391+0.162_391+0.940_I-90,I-90,11,10431.5
1.2,C000060,006+0.414,000+0.000,P-60,93.73793299871265,6.316,C000060_000+0.000_006+0.414_P-60,US-89,6,555
0.8,C000059,049+0.503,044+0.916,P-59,49.451002389126295,4.6,C000059_044+0.916_049+0.503_P-59,US-89,4,963
1.8,C000059,030+0.857,024+0.884,P-59,124.35752728518558,5.969,C000059_024+0.884_030+0.857_P-59,US-89,9,664
0.4,C000567,017+0.126,006+0.515,S-567,50.961664042104026,10.126,C000567_006+0.515_017+0.126_S-567,S-567,2,212.25
12.8,C000083,027+0.748,014+0.960,P-83,159.0823059384464,12.695,C000083_014+0.960_027+0.748_P-83,MT-83,64,1735.5
3.0,C000059,024+0.884,020+0.555,P-59,176.76326711337316,4.008,C000059_020+0.555_024+0.884_P-59,US-89,15,1159.5
0.0,C000564,018+0.805,006+0.142,S-564,0.0,12.663,C000564_006+0.142_018+0.805_S-564,S-564,0,14.75
4.6,C000059,020+0.555,015+0.793,P-59,198.16858307942798,4.865,C000059_015+0.793_020+0.555_P-59,US-89,23,1306.5
0.0,C000330,034+0.963,031+0.853,S-330,0.0,3.081,C000330_031+0.853_034+0.963_S-330,S-330,0,110
4.6,C000059,008+0.862,004+0.697,P-59,208.01371588756936,4.156,C000059_004+0.697_008+0.862_P-59,US-89,23,1457
0.0,C000059,000+0.041,000+0.000,P-59,0.0,0.041,C000059_000+0.000_000+0.041_P-59,US-89,0,2135.75
0.8,C000058,050+0.333,045+0.952,P-58,95.34092848047318,4.382,C000058_045+0.952_050+0.333_P-58,US-89,4,524.3333333333334
2.8,C000072,021+0.055,016+0.346,P-72,86.85695322225054,4.707,C000072_016+0.346_021+0.055_P-72,MT-72,14,1875.3333333333333
36.6,C000090,316+0.578,313+0.308,I-90,159.76532680872413,3.315,C000090_313+0.308_316+0.578_I-90,I-90,183,18922.75
2.8,C000058,044+0.129,038+0.575,P-58,60.708407754343035,5.582,C000058_038+0.575_044+0.129_P-58,US-89,14,2262.5
1.2,C000066,010+0.587,006+0.185,P-66,197.057145566566,4.423,C000066_006+0.185_010+0.587_P-66,MT-66,6,377
0.2,C000058,031+0.255,031+0.167,P-58,417.2176677872404,0.087,C000058_031+0.167_031+0.255_P-58,US-89,1,1508.75
1.2,C000058,031+0.167,027+0.654,P-58,62.31405510298696,3.495,C000058_027+0.654_031+0.167_P-58,US-89,6,1508.75
1.0,C000058,027+0.654,026+0.158,P-58,121.47903981756997,1.494,C000058_026+0.158_027+0.654_P-58,US-89,5,1508.75
0.4,C000058,017+0.278,012+0.221,P-58,20.230822419282088,4.716,C000058_012+0.221_017+0.278_P-58,US-89,2,1148
0.6,C000057,326+0.716,326+0.496,N-57,113.13696293982689,0.22,C000057_326+0.496_326+0.716_N-57,MT-200/MT-3/US-87,3,6600.75
0.4,C000057,326+0.496,326+0.227,N-57,64.66317770404403,0.269,C000057_326+0.227_326+0.496_N-57,MT-200/MT-3/US-87,2,6296.8
2.0,C000057,326+0.227,325+0.928,N-57,397.28303282638143,0.264,C000057_325+0.928_326+0.227_N-57,MT-200/MT-3/US-87,10,5221.5
0.8,C000057,325+0.648,325+0.052,N-57,181.5943994079035,0.596,C000057_325+0.052_325+0.648_N-57,MT-200/MT-3/US-87,4,2024
4.0,C000057,322+0.694,312+0.519,N-57,127.69228181910113,10.248,C000057_312+0.519_322+0.694_N-57,MT-200/MT-3/US-87,20,837
0.2,C000057,304+0.695,303+0.907,N-57,88.84317915218679,0.787,C000057_303+0.907_304+0.695_N-57,MT-200/MT-3/US-87,1,783.25
0.2,C000324,002+0.626,000+0.049,S-324,57.874087306834106,2.51,C000324_000+0.049_002+0.626_S-324,S-324,1,377
2.2,C000063,039+0.574,036+0.324,N-63,87.45879338135735,3.248,C000063_036+0.324_039+0.574_N-63,MT-3/US-191,11,2120.6666666666665
