AVG_CRASHES,CORRIDOR,CORR_ENDMP,CORR_MP,DEPT_ID,PER_100M_VMT,SEC_LNT_MI,SEGMENT_KEY,SIGNED_ROUTE,TOTAL_CRASHES,TYC_AADT
20.8,C000090,033+0.158,029+0.777,I-90,240.8582409357921,3.368,C000090_029+0.777_033+0.158_I-90,I-90,104,7021
2.4,C000001,370+0.155,363+0.496,N-1,74.94698662374661,6.624,C000001_363+0.496_370+0.155_N-1,US-2,12,1323.75
0.6,C000001,353+0.526,346+0.950,N-1,20.02821587871051,6.573,C000001_346+0.950_353+0.526_N-1,US-2,3,1248
0.2,C000001,335+0.620,332+0.608,N-1,15.815780571480772,3.011,C000001_332+0.608_335+0.620_N-1,US-2,1,1150
19.2,C000005,156+0.906,145+0.619,N-5,205.83487697261575,11.273,C000005_145+0.619_156+0.906_N-5,MT-200/US-93,96,2265.75
9.8,C000015,358+0.570,354+0.321,I-15,241.7329460562036,4.27,C000015_354+0.321_358+0.570_I-15,I-15,49,2599.75
1.6,C000244,011+0.993,001+0.672,S-244,201.39472594439815,10.31,C000244_001+0.672_011+0.993_S-244,S-244,8,211
0.6,C000015,133+0.783,133+0.636,I-15,276.61010127478613,0.147,C000015_133+0.636_133+0.783_I-15,I-15,3,4040.5
0.0,C000050,015+0.069,015+0.031,N-50,0.0,0.038,C000050_015+0.031_015+0.069_N-50,US-191/US-20/US-287,0,2543
3.0,C000013,007+0.205,000+0.000,P-13,72.12455368159567,7.161,C000013_000+0.000_007+0.205_P-13,MT-87,15,1590.5
1.8,C000012,000+0.621,000+0.000,N-12,175.6239615744818,0.621,C000012_000+0.000_000+0.621_N-12,US-20,9,4519.25
4.4,C000382,015+0.641,007+0.373,S-382,308.2076830966687,8.335,C000382_007+0.373_015+0.641_S-382,S-382,22,469
1.8,C000010,055+0.086,052+0.218,N-10,121.71183937122734,2.788,C000010_052+0.218_055+0.086_N-10,US-87,9,1452.5
0.8,C000271,013+0.774,007+0.379,S-271,132.35186320217304,6.459,C000271_007+0.379_013+0.774_S-271,S-271,4,256.25
0.4,C000001,319+0.793,309+0.029,N-1,6.231031335128863,10.756,C000001_309+0.029_319+0.793_N-1,US-2,2,1634.25
0.0,C000001,332+0.608,331+0.857,N-1,0.0,0.743,C000001_331+0.857_332+0.608_N-1,US-2,0,1150
1.4,C000257,005+0.337,001+0.224,S-257,131.524755584329,4.215,C000257_001+0.224_005+0.337_S-257,S-257,7,691.5
14.4,C000006,047+0.624,037+0.125,P-6,204.05885713386934,10.486,C000006_037+0.125_047+0.624_P-6,MT-200,72,1842.75
1.0,C000471,022+0.062,018+0.709,S-471,847.0721384670107,3.379,C000471_018+0.709_022+0.062_S-471,S-471,5,95.66666666666667
0.2,C000001,309+0.029,307+0.032,N-1,31.994821773753962,2.009,C000001_307+0.032_309+0.029_N-1,US-2,1,852
1.0,C000001,307+0.032,303+0.275,N-1,88.34194192340807,3.638,C000001_303+0.275_307+0.032_N-1,US-2,5,852
1.0,C000009,036+0.291,028+0.037,P-9,76.14371985068094,8.248,C000009_028+0.037_036+0.291_P-9,US-287,5,436
0.0,C000323,007+0.111,000+0.392,P-323,0.0,6.765,C000323_000+0.392_007+0.111_P-323,MT-323,0,477.75
6.4,C000001,379+0.220,376+0.731,N-1,205.27272330333014,2.487,C000001_376+0.731_379+0.220_N-1,US-2,32,3432.75
1.6,C000029,089+0.134,088+0.962,N-29,557.4975005366122,0.162,C000029_088+0.962_089+0.134_N-29,MT-41,8,4851
8.6,C000001,413+0.019,405+0.835,N-1,156.42499234620925,7.173,C000001_405+0.835_413+0.019_N-1,US-2,43,2098.75
41.2,C000090,267+0.446,256+0.019,I-90,88.38120482415096,11.4,C000090_256+0.019_267+0.446_I-90,I-90,206,11197
2.0,C000001,297+0.678,288+0.916,N-1,63.264583931401134,8.766,C000001_288+0.916_297+0.678_N-1,US-2,10,987.5
0.6,C000028,003+0.649,001+0.643,P-28,80.29019855990649,2.017,C000028_001+0.643_003+0.649_P-28,US-212,3,1014.5
7.6,C000001,555+0.153,549+0.177,N-1,171.50149750165667,5.955,C000001_549+0.177_555+0.153_N-1,US-2,38,2037.6666666666667
1.0,C000431,009+1.005,005+1.138,S-431,186.95643412321687,3.924,C000431_005+1.138_009+1.005_S-431,S-431,5,373.25
2.8,C000005,090+0.970,089+0.578,N-5,88.78989399185242,1.39,C000005_089+0.578_090+0.970_N-5,MT-200/US-93,14,6212.25
0.4,C000029,075+0.048,074+0.234,P-29,207.52701909439088,0.817,C000029_074+0.234_075+0.048_P-29,MT-287,2,646
10.2,C000094,159+0.252,148+0.540,I-94,59.82887430039241,10.46,C000094_148+0.540_159+0.252_I-94,I-94,51,4463
32.4,C000090,005+0.491,000+0.139,I-90,221.13028687165777,5.176,C000090_000+0.139_005+0.491_I-90,I-90,162,7751.25
0.0,C000013,097+0.329,097+0.268,P-13,0.0,0.061,C000013_097+0.268_097+0.329_P-13,MT-87,0,3781.3333333333335
12.6,C000090,248+0.716,241+0.777,I-90,53.26820861581953,6.957,C000090_241+0.777_248+0.716_I-90,I-90,63,9310
0.4,C000001,288+0.916,284+0.913,N-1,26.680453645234696,4.009,C000001_284+0.913_288+0.916_N-1,US-2,2,1024
1.4,C000008,109+0.184,107+0.958,P-8,123.427429872555,1.213,C000008_107+0.958_109+0.184_P-8,US-287,7,2560.5
12.6,C000052,041+0.430,037+0.634,P-52,124.32537708164281,3.779,C000052_037+0.634_041+0.430_P-52,MT-35,63,7343.5
18.2,C000007,083+0.387,080+0.640,N-7,88.40541611995582,2.899,C000007_080+0.640_083+0.387_N-7,US-93,91,19445.25
0.6,C000007,006+0.347,004+0.456,N-7,93.29842660609717,1.894,C000007_004+0.456_006+0.347_N-7,US-93,3,929.75
1.6,C000006,049+0.567,049+0.122,P-6,409.66631166989754,0.445,C000006_049+0.122_049+0.567_P-6,MT-200,8,2403.25
0.8,C000057,027+0.417,026+0.498,N-57,94.86780994670148,0.909,C000057_026+0.498_027+0.417_N-57,MT-200/MT-3/US-87,4,2540.25
0.0,C000001,626+0.126,625+0.595,N-1,0.0,0.525,C000001_625+0.595_626+0.126_N-1,US-2,0,1392
4.2,C000005,163+0.396,160+0.608,N-5,181.92916640665416,2.79,C000005_160+0.608_163+0.396_N-5,MT-200/US-93,21,2265.75
2.8,C000279,022+0.039,014+0.924,S-279,258.44096440577175,7.093,C000279_014+0.924_022+0.039_S-279,S-279,14,418.25
10.2,C000006,037+0.125,027+0.968,P-6,149.22555935039384,9.149,C000006_027+0.968_037+0.125_P-6,MT-200,51,2045.75
0.0,C000046,075+0.234,075+0.074,P-46,0.0,0.16,C000046_075+0.074_075+0.234_P-46,MT-43,0,603.5
0.4,C000322,017+0.333,009+0.601,S-322,181.6380658792946,7.633,C000322_009+0.601_017+0.333_S-322,S-322,2,79
2.0,C000001,266+0.790,262+0.839,N-1,99.17171476888569,3.519,C000001_262+0.839_266+0.790_N-1,US-2,10,1569.25
0.0,C000018,034+0.766,028+0.379,N-18,0.0,6.527,C000018_028+0.379_034+0.766_N-18,MT-59,0,473
0.0,C000222,003+0.559,003+0.530,S-222,0.0,0.029,C000222_003+0.530_003+0.559_S-222,S-222,0,585.6666666666666
2.0,C000001,262+0.839,261+0.304,N-1,226.90849432490816,1.538,C000001_261+0.304_262+0.839_N-1,US-2,10,1569.25
1.0,C000001,489+0.617,482+0.871,N-1,32.240158199144574,6.746,C000001_482+0.871_489+0.617_N-1,US-2,5,1259
0.2,C000007,006+0.818,006+0.483,N-7,157.9098353078978,0.335,C000007_006+0.483_006+0.818_N-7,US-93,1,1035.25
0.2,C000263,014+0.800,014+0.709,S-263,133.0917964778003,0.091,C000263_014+0.709_014+0.800_S-263,S-263,1,4521.75
2.2,C000001,396+0.289,393+0.056,N-1,72.31369338580878,3.213,C000001_393+0.056_396+0.289_N-1,US-2,11,2592.75
2.6,C000014,265+0.106,252+0.352,P-14,258.3253987569351,12.715,C000014_252+0.352_265+0.106_P-14,US-12,13,216.75
1.0,C000004,004+0.525,000+0.000,N-4,32.08553159361075,4.522,C000004_000+0.000_004+0.525_N-4,US-310,5,1887.25
21.2,C000090,125+0.747,120+0.660,I-90,84.4522884841855,5.021,C000090_120+0.660_125+0.747_I-90,I-90,106,13690
1.2,C000001,254+0.182,253+0.495,N-1,144.63630662651698,0.681,C000001_253+0.495_254+0.182_N-1,US-2,6,3336
2.6,C000004,045+0.842,043+1.140,N-4,67.10079188073549,2.028,C000004_043+1.140_045+0.842_N-4,US-310,13,5231.75
0.0,C000019,008+0.155,007+0.969,P-19,0.0,0.213,C000019_007+0.969_008+0.155_P-19,MT-1,0,5799.5
2.4,C000005,015+0.068,014+0.480,N-5,126.25169321669286,0.588,C000005_014+0.480_015+0.068_N-5,MT-200/US-93,12,8852.5
0.0,C000031,060+0.852,054+0.642,P-31,0.0,6.218,C000031_054+0.642_060+0.852_P-31,MT-24,0,26
0.4,C000001,253+0.495,252+0.510,N-1,49.98843049019074,0.982,C000001_252+0.510_253+0.495_N-1,US-2,2,2231.25
1.6,C000001,249+0.272,243+0.365,N-1,35.589965116999295,6.002,C000001_243+0.365_249+0.272_N-1,US-2,8,2051
26.6,C000090,350+0.276,342+0.798,I-90,89.15095870768225,7.458,C000090_342+0.798_350+0.276_I-90,I-90,133,10954.75
11.2,C000060,080+0.982,075+0.148,N-60,131.88101006325695,5.708,C000060_075+0.148_080+0.982_N-60,MT-200/MT-3/US-87/US-89,56,4074
0.0,C000001,224+0.071,223+0.919,N-1,0.0,0.157,C000001_223+0.919_224+0.071_N-1,US-2,0,2062.5
0.8,C000022,011+0.427,006+0.587,P-22,74.86021905962433,4.803,C000022_006+0.587_011+0.427_P-22,MT-5,4,609.25
1.2,C000014,151+0.974,146+0.084,P-14,124.64723958666296,5.904,C000014_146+0.084_151+0.974_P-14,US-12,6,446.5
9.8,C000084,029+0.078,027+0.782,P-84,227.35723920650094,1.26,C000084_027+0.782_029+0.078_P-84,MT-84,49,9367.333333333334
1.8,C000004,043+1.140,042+0.856,N-4,50.34682999769055,1.206,C000004_042+0.856_043+1.140_N-4,US-310,9,8117.5
0.6,C000007,000+0.175,000+0.009,N-7,1064.501325252699,0.166,C000007_000+0.009_000+0.175_N-7,US-93,3,929.75
1.8,C000001,223+0.919,221+1.976,N-1,55.12776783401887,2.406,C000001_221+1.976_223+0.919_N-1,US-2,9,3716
2.0,C000001,221+1.869,221+1.121,N-1,127.28544685651747,0.748,C000001_221+1.121_221+1.869_N-1,US-2,10,5752
3.8,C000008,059+0.877,058+0.337,N-8,105.85514413221912,1.553,C000008_058+0.337_059+0.877_N-8,US-12,19,6329.5
0.2,C000014,045+0.105,043+0.780,P-14,44.309772441493756,1.323,C000014_043+0.780_045+0.105_P-14,US-12,1,934.2
7.8,C000059,014+0.612,009+0.172,P-59,264.6506207047323,5.452,C000059_009+0.172_014+0.612_P-59,US-89,39,1480.25
0.0,C000001,221+1.121,221+0.969,N-1,0.0,0.152,C000001_221+0.969_221+1.121_N-1,US-2,0,6154
0.0,C000263,014+0.847,014+0.800,S-263,0.0,0.047,C000263_014+0.800_014+0.847_S-263,S-263,0,4170.333333333333
2.0,C000057,296+0.810,290+0.109,N-57,101.77047658161865,6.737,C000057_290+0.109_296+0.810_N-57,MT-200/MT-3/US-87,10,798.75
6.6,C000005,103+0.552,102+0.688,N-5,166.86712567435458,0.867,C000005_102+0.688_103+0.552_N-5,MT-200/US-93,33,12491.75
0.4,C000024,113+0.377,112+0.452,N-24,86.44424171824221,0.923,C000024_112+0.452_113+0.377_N-24,MT-200,2,1372.75
1.4,C000062,024+1.061,018+0.734,N-62,62.68231930502221,6.162,C000062_018+0.734_024+1.061_N-62,MT-16,7,992.5
0.0,C000001,221+0.547,221+0.479,N-1,0.0,0.067,C000001_221+0.479_221+0.547_N-1,US-2,0,5505
0.4,C000467,006+0.656,003+0.005,S-467,477.3629751299905,3.642,C000467_003+0.005_006+0.656_S-467,S-467,2,63
3.8,C000061,102+0.289,088+0.693,N-61,126.62704139323054,13.77,C000061_088+0.693_102+0.289_N-61,US-87,19,596.75
0.4,C000001,221+0.479,220+0.886,N-1,73.31701721768769,0.594,C000001_220+0.886_221+0.479_N-1,US-2,2,2515
4.6,C000029,039+0.379,034+0.223,P-29,127.12046339863207,5.152,C000029_034+0.223_039+0.379_P-29,MT-287,23,1923.25
0.4,C000026,002+0.892,002+0.671,P-26,335.9474318462038,0.221,C000026_002+0.671_002+0.892_P-26,MT-23,2,1475.25
0.0,C000091,000+0.059,000+0.000,P-91,0.0,0.059,C000091_000+0.000_000+0.059_P-91,BR I-90/US-191,0,2456.5
5.6,C000016,034+0.375,025+0.167,N-16,66.6847034118761,9.144,C000016_025+0.167_034+0.375_N-16,BR I-90/US-87,28,2514.75
0.8,C000001,216+0.083,214+0.967,N-1,109.29731488412145,1.12,C000001_214+0.967_216+0.083_N-1,US-2,4,1789.5
0.0,C000001,214+0.967,214+0.674,N-1,0.0,0.293,C000001_214+0.674_214+0.967_N-1,US-2,0,1789.5
0.2,C000534,026+0.909,025+0.156,S-534,76.0172262770257,1.752,C000534_025+0.156_026+0.909_S-534,S-534,1,411.2
3.0,C000001,261+0.304,258+0.269,N-1,165.8508440429078,3.028,C000001_258+0.269_261+0.304_N-1,US-2,15,1635.75
0.0,C000218,029+0.265,024+0.768,S-218,0.0,4.499,C000218_024+0.768_029+0.265_S-218,S-218,0,24
1.0,C000057,325+0.052,324+0.919,N-57,1973.5812934554972,0.094,C000057_324+0.919_325+0.052_N-57,MT-200/MT-3/US-87,5,1476
1.6,C000001,614+0.042,612+0.509,N-1,50.43265631813044,1.551,C000001_612+0.509_614+0.042_N-1,US-2,8,5601
1.8,C000001,214+0.674,210+0.899,N-1,73.54585674445558,3.745,C000001_210+0.899_214+0.674_N-1,US-2,9,1789.5
1.4,C000005,024+0.587,023+0.568,N-5,45.81419843122906,1.014,C000005_023+0.568_024+0.587_N-5,MT-200/US-93,7,8252
0.2,C000003,068+0.241,066+0.409,P-3,68.29650987678447,1.548,C000003_066+0.409_068+0.241_P-3,US-89,1,518
31.0,C000090,321+0.717,319+0.450,I-90,339.58835585136956,2.269,C000090_319+0.450_321+0.717_I-90,I-90,155,11016.5
0.4,C000295,002+0.282,000+0.000,S-295,50.195957629741564,2.272,C000295_000+0.000_002+0.282_S-295,S-295,2,960.4
3.2,C000028,101+0.705,099+0.582,P-28,99.63826659440456,2.2,C000028_099+0.582_101+0.705_P-28,US-212,16,3997.3333333333335
0.2,C000001,619+0.140,617+0.154,N-1,18.411027483603114,1.989,C000001_617+0.154_619+0.140_N-1,US-2,1,1495.5
0.4,C000001,210+0.899,210+0.728,N-1,360.03821373592945,0.17,C000001_210+0.728_210+0.899_N-1,US-2,2,1789.5
26.2,C000090,095+0.972,089+0.501,I-90,91.38431389652727,6.464,C000090_089+0.501_095+0.972_I-90,I-90,131,12145
15.4,C000001,207+0.924,197+0.717,N-1,230.25904341558328,10.017,C000001_197+0.717_207+0.924_N-1,US-2,77,1828.25
5.0,C000004,053+0.798,052+0.359,N-4,72.38535479414578,1.552,C000004_052+0.359_053+0.798_N-4,US-310,25,12187
0.0,C000001,197+0.717,197+0.518,N-1,0.0,0.199,C000001_197+0.518_197+0.717_N-1,US-2,0,1946
6.4,C000090,066+0.549,064+0.910,I-90,133.50034760820512,1.696,C000090_064+0.910_066+0.549_I-90,I-90,32,7740
1.4,C000001,197+0.518,195+0.727,N-1,110.42300987966154,1.784,C000001_195+0.727_197+0.518_N-1,US-2,7,1946
10.8,C000001,195+0.727,179+0.857,N-1,108.26617246729313,15.062,C000001_179+0.857_195+0.727_N-1,US-2,54,1813.5
0.0,C000239,011+0.728,011+0.525,S-239,0.0,0.203,C000239_011+0.525_011+0.728_S-239,S-239,0,207.66666666666666
0.0,C000001,174+0.646,174+0.468,N-1,0.0,0.178,C000001_174+0.468_174+0.646_N-1,US-2,0,2058.75
34.6,C000050,075+0.768,068+0.641,N-50,136.33843938082518,7.088,C000050_068+0.641_075+0.768_N-50,US-191/US-20/US-287,173,9804
0.0,C000001,174+0.468,174+0.021,N-1,0.0,0.446,C000001_174+0.021_174+0.468_N-1,US-2,0,2058.75
1.8,C000053,044+0.840,040+0.518,N-53,61.14941671193082,4.281,C000053_040+0.518_044+0.840_N-53,MT-3,9,1882.8
11.2,C000011,049+0.840,043+0.358,N-11,125.84666567185192,6.438,C000011_043+0.358_049+0.840_N-11,US-89,56,3785.25
7.4,C000094,204+0.024,198+0.366,I-94,85.47327798882958,5.664,C000094_198+0.366_204+0.024_I-94,I-94,37,4185.5
1.6,C000282,003+0.579,002+0.255,S-282,356.5601074008962,1.338,C000282_002+0.255_003+0.579_S-282,S-282,8,918.3333333333334
0.0,C000001,321+0.502,319+0.793,N-1,0.0,1.698,C000001_319+0.793_321+0.502_N-1,US-2,0,1634.25
0.6,C000015,302+0.356,301+0.417,I-15,45.4679027118848,0.944,C000015_301+0.417_302+0.356_I-15,I-15,3,3827.75
0.8,C000057,312+0.519,304+0.695,N-57,29.775857456206477,7.839,C000057_304+0.695_312+0.519_N-57,MT-200/MT-3/US-87,4,938.5
3.0,C000003,001+0.728,000+0.000,N-3,112.66711995022543,1.272,C000003_000+0.000_001+0.728_N-3,MT-200/US-89,15,5732
2.8,C000001,153+0.255,151+0.683,N-1,85.66636061117175,1.554,C000001_151+0.683_153+0.255_N-1,US-2,14,5759.25
4.8,C000010,101+0.733,091+0.499,N-10,71.44120789201526,10.194,C000010_091+0.499_101+0.733_N-10,US-87,24,1804.75
4.0,C000574,003+0.728,000+0.000,S-574,200.66168415895146,3.733,C000574_000+0.000_003+0.728_S-574,S-574,20,1462.2
1.2,C000280,004+0.332,003+0.603,S-280,136.61724133953666,0.706,C000280_003+0.603_004+0.332_S-280,S-280,6,3406.75
0.8,C000039,000+0.452,000+0.000,P-39,194.63522264576144,0.452,C000039_000+0.000_000+0.452_P-39,MT-39,4,2490
0.4,C000001,151+0.277,150+0.456,N-1,23.683601563736154,0.803,C000001_150+0.456_151+0.277_N-1,US-2,2,5759.25
0.6,C000037,038+0.666,036+0.990,N-37,24.797546076500147,1.71,C000037_036+0.990_038+0.666_N-37,US-212,3,3874.5
0.2,C000001,221+1.976,221+1.869,N-1,88.1569576376621,0.108,C000001_221+1.869_221+1.976_N-1,US-2,1,5752
14.8,C000007,080+0.640,076+0.856,N-7,70.51783476336203,3.76,C000007_076+0.856_080+0.640_N-7,US-93,74,15284.25
5.6,C000090,278+0.056,277+0.433,I-90,150.37038779453906,0.647,C000090_277+0.433_278+0.056_I-90,I-90,28,15761.25
7.0,C000024,109+0.079,100+0.431,N-24,165.12555355527618,8.632,C000024_100+0.431_109+0.079_N-24,MT-200,35,1344.75
1.6,C000018,017+0.225,009+0.509,N-18,105.18943504874002,7.713,C000018_009+0.509_017+0.225_N-18,MT-59,8,540
0.2,C000001,147+0.033,146+0.837,N-1,39.977343120627786,0.197,C000001_146+0.837_147+0.033_N-1,US-2,1,6953.75
2.6,C000001,512+0.973,505+0.534,N-1,77.68719309267446,7.507,C000001_505+0.534_512+0.973_N-1,US-2,13,1220.75
1.0,C000447,043+0.722,032+0.317,S-447,379.26403213809374,11.281,C000447_032+0.317_043+0.722_S-447,S-447,5,64
0.0,C000046,026+0.717,026+0.189,P-46,0.0,0.528,C000046_026+0.189_026+0.717_P-46,MT-43,0,476.5
8.8,C000001,146+0.837,144+0.476,N-1,120.3039920913407,2.364,C000001_144+0.476_146+0.837_N-1,US-2,44,8472.75
0.4,C000034,012+0.263,007+0.220,N-34,95.0313305039801,5.033,C000034_007+0.220_012+0.263_N-34,MT-16,2,229
3.8,C000001,144+0.476,143+0.380,N-1,125.55739474439403,0.951,C000001_143+0.380_144+0.476_N-1,US-2,19,8714.25
2.8,C000007,038+0.606,037+0.911,N-7,271.3566578079062,0.661,C000007_037+0.911_038+0.606_N-7,US-93,14,4274.5
3.4,C000001,143+0.380,142+0.642,N-1,141.24477504440947,0.773,C000001_142+0.642_143+0.380_N-1,US-2,17,8527
2.0,C000020,002+0.419,001+0.180,N-20,115.87180124299697,1.204,C000020_001+0.180_002+0.419_N-20,MT-16,10,3925.5
0.0,C000494,016+0.938,009+0.236,S-494,0.0,7.688,C000494_009+0.236_016+0.938_S-494,S-494,0,11.4
1.0,C000001,142+0.642,142+0.527,N-1,279.2383915839604,0.115,C000001_142+0.527_142+0.642_N-1,US-2,5,8527
5.4,C000047,005+0.884,001+0.724,P-47,213.48648792830562,4.105,C000047_001+0.724_005+0.884_P-47,MT-48,27,1687.25
0.2,C000438,048+0.253,031+0.330,S-438,59.96674791057622,16.912,C000438_031+0.330_048+0.253_S-438,S-438,1,54
13.0,C000001,142+0.527,140+0.507,N-1,189.9278414094726,2.198,C000001_140+0.507_142+0.527_N-1,US-2,65,8527
9.0,C000001,140+0.232,138+0.231,N-1,152.0444351722815,1.899,C000001_138+0.231_140+0.232_N-1,US-2,45,8535.25
0.2,C000489,018+0.099,016+0.187,S-489,265.90394354055184,1.907,C000489_016+0.187_018+0.099_S-489,S-489,1,108
0.0,C000225,045+0.085,038+0.165,S-225,0.0,7.002,C000225_038+0.165_045+0.085_S-225,S-225,0,22.5
0.4,C000001,220+0.886,220+0.012,N-1,56.26004524866042,0.874,C000001_220+0.012_220+0.886_N-1,US-2,2,2227.5
0.0,C000251,035+0.149,031+0.700,S-251,0.0,3.445,C000251_031+0.700_035+0.149_S-251,S-251,0,76.75
12.0,C000006,095+0.623,085+0.035,P-6,155.97410517968197,10.581,C000006_085+0.035_095+0.623_P-6,MT-200,60,1991
0.8,C000026,000+0.802,000+0.000,P-26,110.58288003844216,0.802,C000026_000+0.000_000+0.802_P-26,MT-23,4,2470
5.4,C000001,138+0.231,137+0.413,N-1,126.07124670542557,0.847,C000001_137+0.413_138+0.231_N-1,US-2,27,13847.25
0.4,C000086,030+0.966,027+0.838,P-86,89.46834369911626,3.131,C000086_027+0.838_030+0.966_P-86,MT-86,2,391
1.0,C000001,453+0.207,450+0.804,N-1,99.79479172029858,2.399,C000001_450+0.804_453+0.207_N-1,US-2,5,1143.75
0.0,C000463,000+0.889,000+0.800,S-463,0.0,0.089,C000463_000+0.800_000+0.889_S-463,S-463,0,1515.25
4.2,C000031,012+0.963,003+0.861,P-31,135.7794226063267,9.11,C000031_003+0.861_012+0.963_P-31,MT-24,21,929.75
1.0,C000001,610+0.780,604+0.813,N-1,20.83803297181015,5.975,C000001_604+0.813_610+0.780_N-1,US-2,5,2199.25
21.8,C000090,137+0.824,131+0.640,I-90,85.09679013866334,6.177,C000090_131+0.640_137+0.824_I-90,I-90,109,11356.25
0.4,C000002,095+0.498,090+0.128,P-2,29.587592133949663,5.378,C000002_090+0.128_095+0.498_P-2,US-12,2,688.3333333333334
5.2,C000006,085+0.035,082+0.452,P-6,191.8501563621572,2.586,C000006_082+0.452_085+0.035_P-6,MT-200,26,2870
1.8,C000001,221+0.969,221+0.547,N-1,212.16413056744668,0.422,C000001_221+0.547_221+0.969_N-1,US-2,9,5505
1.2,C000003,022+0.610,020+0.078,P-3,75.67109221217511,2.514,C000003_020+0.078_022+0.610_P-3,US-89,6,1727.25
0.0,C000001,391+0.191,391+0.009,N-1,0.0,0.182,C000001_391+0.009_391+0.191_N-1,US-2,0,3579.5
0.2,C000215,004+0.028,000+0.046,S-215,36.32704689015947,3.962,C000215_000+0.046_004+0.028_S-215,S-215,1,380.5
0.8,C000004,042+0.733,042+0.508,N-4,202.14717571494796,0.225,C000004_042+0.508_042+0.733_N-4,US-310,4,4816.25
0.4,C000042,001+1.001,000+0.000,P-42,249.71222351797067,1.996,C000042_000+0.000_001+1.001_P-42,MT-24,2,219.75
1.0,C000014,057+0.130,045+0.105,P-14,50.94052457890596,12.093,C000014_045+0.105_057+0.130_P-14,US-12,5,444.5
0.2,C000037,017+0.355,017+0.130,N-37,100.70245501004533,0.225,C000037_017+0.130_017+0.355_N-37,US-212,1,2417
7.0,C000008,021+0.164,013+0.145,N-8,81.7542288835663,8.07,C000008_013+0.145_021+0.164_N-8,US-12,35,2905.25
0.2,C000005,000+0.112,000+0.073,N-5,118.33216943882287,0.039,C000005_000+0.073_000+0.112_N-5,MT-200/US-93,1,11866.75
3.0,C000060,053+0.345,049+0.932,P-60,316.83539722368323,3.407,C000060_049+0.932_053+0.345_P-60,US-89,15,761
0.0,C000463,014+0.344,006+0.083,S-463,0.0,8.17,C000463_006+0.083_014+0.344_S-463,S-463,0,261
0.4,C000232,032+0.464,024+0.015,S-232,92.47638060762901,8.46,C000232_024+0.015_032+0.464_S-232,S-232,2,140
0.8,C000451,009+0.122,000+0.020,S-451,26.043241412968587,9.042,C000451_000+0.020_009+0.122_S-451,S-451,4,930.25
0.2,C000348,012+0.351,006+0.252,S-348,43.64314752721528,6.084,C000348_006+0.252_012+0.351_S-348,S-348,1,206.25
0.0,C000365,000+0.473,000+0.000,S-365,0.0,0.473,C000365_000+0.000_000+0.473_S-365,S-365,0,265.5
1.8,C000081,027+0.887,019+0.470,P-81,213.57035998357372,8.415,C000081_019+0.470_027+0.887_P-81,MT-81,9,274.25
16.0,C000052,026+0.012,016+0.435,P-52,177.16739192704156,9.558,C000052_016+0.435_026+0.012_P-52,MT-35,80,2587.25
39.4,C000090,319+0.450,316+0.578,I-90,227.61469929424155,2.865,C000090_316+0.578_319+0.450_I-90,I-90,197,16544
2.4,C000015,055+0.794,052+0.411,I-15,43.160527760663676,3.401,C000015_052+0.411_055+0.794_I-15,I-15,12,4477
20.0,C000090,384+0.808,377+0.812,I-90,72.06718407830449,7.007,C000090_377+0.812_384+0.808_I-90,I-90,100,10845
0.6,C000004,042+0.856,042+0.733,N-4,164.54817609001296,0.123,C000004_042+0.733_042+0.856_N-4,US-310,3,8117.5
1.0,C000001,505+0.534,501+0.490,N-1,57.1391827473063,3.996,C000001_501+0.490_505+0.534_N-1,US-2,5,1199.25
6.8,C000014,011+0.766,002+0.398,P-14,147.01267595284395,9.317,C000014_002+0.398_011+0.766_P-14,US-12,34,1359.4
7.8,C000090,166+0.088,161+0.658,I-90,44.3045410370317,4.023,C000090_161+0.658_166+0.088_I-90,I-90,39,11983
1.4,C000019,061+0.159,057+0.449,P-19,77.21862391702064,3.709,C000019_057+0.449_061+0.159_P-19,MT-1,7,1338.5
1.2,C000008,103+0.063,102+0.630,N-8,114.76398433721799,0.46,C000008_102+0.630_103+0.063_N-8,US-12,6,6224.25
0.6,C000037,061+0.061,060+0.880,N-37,441.69441444963115,0.179,C000037_060+0.880_061+0.061_N-37,US-212,3,2078
0.0,C000029,074+0.234,074+0.029,P-29,0.0,0.205,C000029_074+0.029_074+0.234_P-29,MT-287,0,646
17.8,C000001,125+0.635,124+0.603,N-1,264.04424794645996,1.019,C000001_124+0.603_125+0.635_N-1,US-2,89,18115
6.6,C000280,014+0.708,008+0.487,S-280,595.9552052987492,6.232,C000280_008+0.487_014+0.708_S-280,S-280,33,486.6
0.0,C000225,038+0.165,023+0.428,S-225,0.0,14.728,C000225_023+0.428_038+0.165_S-225,S-225,0,38.75
5.2,C000001,124+0.035,123+0.616,N-1,171.068001723777,0.436,C000001_123+0.616_124+0.035_N-1,US-2,26,19090.5
0.2,C000115,001+0.379,001+0.020,I-115,35.47888724234711,0.359,C000115_001+0.020_001+0.379_I-115,BR I-15/90/I-115,1,4299.666666666667
0.6,C000276,007+0.876,003+0.969,S-276,458.01470217422997,3.899,C000276_003+0.969_007+0.876_S-276,S-276,3,92
60.0,C000090,426+0.365,408+0.636,I-90,74.97993753113808,17.784,C000090_408+0.636_426+0.365_I-90,I-90,300,12321
1.8,C000005,000+0.073,000+0.000,N-5,568.9670064798196,0.073,C000005_000+0.000_000+0.073_N-5,MT-200/US-93,9,11866.75
