SEGMENT_KEY,CORRIDOR,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,DEPT_ID,SEC_LNT_MI,SIGNED_ROUTE,TOTAL_CRASHES,AVG_CRASHES,PER_100M_VMT,TYC_AADT
C000419_019+0.579_021+0.102_S-419,C000419,19.579,21.102,S-419,1.586,S-419,0,0.0,0.0,673.6666666666666
C000419_013+0.187_019+0.579_S-419,C000419,13.187,19.579,S-419,6.497,S-419,13,2.6,149.13861911106721,734.75
C000419_003+0.540_013+0.187_S-419,C000419,3.54,13.187,S-419,9.679,S-419,15,3.0,81.90217827610753,1036.25
C000569_012+0.744_022+0.072_S-569,C000569,12.744,22.072,S-569,9.374,S-569,5,1.0,141.11524577652312,207.0
C000419_000+0.000_003+0.540_S-419,C000419,0.0,3.54,S-419,3.498,S-419,13,2.6,149.96120551600885,1357.2
C000486_002+0.142_009+0.645_S-486,C000486,2.142,9.645,S-486,7.53,S-486,30,6.0,161.49911853942598,1351.0
C000418_008+0.981_016+0.134_S-418,C000418,8.981,16.134,S-418,7.15,S-418,4,0.8,41.55174895674292,737.3333333333334
C000418_003+0.233_008+0.981_S-418,C000418,3.233,8.981,S-418,5.745,S-418,3,0.6,49.242628855806025,580.75
C000417_013+0.557_016+0.547_S-417,C000417,13.557,16.547,S-417,2.987,S-417,1,0.2,163.2132294219697,112.33333333333333
C000417_003+0.804_010+0.362_S-417,C000417,3.8040000000000003,10.362,S-417,6.558,S-417,0,0.0,0.0,58.25
C000416_002+0.598_013+0.367_S-416,C000416,2.598,13.367,S-416,10.773,S-416,27,5.4,183.41347554578394,748.3333333333334
C000509_000+0.000_000+0.139_S-509,C000509,0.0,0.139,S-509,0.139,S-509,0,0.0,0.0,87.75
C000413_017+0.720_024+0.387_S-413,C000413,17.72,24.387,S-413,7.01,S-413,0,0.0,0.0,39.25
C000409_026+0.464_034+0.870_S-409,C000409,26.464,34.87,S-409,8.406,S-409,1,0.2,178.49126878008826,36.5
C000409_003+0.844_021+0.219_S-409,C000409,3.844,21.219,S-409,16.801,S-409,0,0.0,0.0,61.2
C000408_000+0.249_003+0.527_S-408,C000408,0.249,3.527,S-408,3.267,S-408,1,0.2,29.434479735411372,569.5
C000405_027+0.296_028+0.323_S-405,C000405,27.296,28.323,S-405,1.02,S-405,0,0.0,0.0,311.75
C000405_014+0.483_022+0.263_S-405,C000405,14.483,22.263,S-405,7.973,S-405,0,0.0,0.0,42.0
C000405_002+0.000_014+0.483_S-405,C000405,2.0,14.483,S-405,12.333,S-405,2,0.4,74.13165107314578,119.8
C000405_000+0.000_002+0.000_S-405,C000405,0.0,2.0,S-405,1.755,S-405,1,0.2,545.5393440901909,57.2
C000401_005+0.020_007+0.903_S-401,C000401,5.02,7.9030000000000005,S-401,2.889,S-401,1,0.2,70.46921034386025,269.0
C000400_000+0.000_005+0.340_S-400,C000400,0.0,5.34,S-400,5.316,S-400,2,0.4,129.1765147289142,159.5
C000398_000+0.000_007+0.016_S-398,C000398,0.0,7.016,S-398,7.013,S-398,2,0.4,119.2213644580194,131.0
C000396_003+0.162_011+0.729_S-396,C000396,3.162,11.729,S-396,8.566,S-396,2,0.4,631.4313273647225,20.25
C000396_001+0.020_003+0.162_S-396,C000396,1.02,3.162,S-396,2.141,S-396,1,0.2,223.201928099679,114.6
C000517_000+0.000_006+0.313_S-517,C000517,0.0,6.313,S-517,6.309,S-517,4,0.8,118.99080514533705,291.8
C000396_000+0.000_000+0.259_S-396,C000396,0.0,0.259,S-396,0.259,S-396,0,0.0,0.0,339.0
C000393_000+0.082_003+0.126_S-393,C000393,0.082,3.126,S-393,3.036,S-393,6,1.2,42.439079324423275,2550.25
C000391_005+0.498_016+0.568_S-391,C000391,5.498,16.568,S-391,11.062,S-391,2,0.4,291.21695149179436,34.0
C000391_000+0.284_005+0.498_S-391,C000391,0.284,5.498,S-391,5.209,S-391,0,0.0,0.0,73.5
C000391_000+0.000_000+0.284_S-391,C000391,0.0,0.284,S-391,0.284,S-391,0,0.0,0.0,140.25
C000387_001+0.735_002+0.691_S-387,C000387,1.7349999999999999,2.691,S-387,0.911,S-387,0,0.0,0.0,1080.0
C000386_001+0.287_001+0.531_S-386,C000386,1.287,1.5310000000000001,S-386,0.245,S-386,1,0.2,275.6209899385385,811.0
C000384_045+0.949_057+0.178_S-384,C000384,45.949,57.178,S-384,11.215,S-384,2,0.4,92.13488100646525,106.0
C000384_036+0.791_045+0.949_S-384,C000384,36.791,45.949,S-384,9.091,S-384,1,0.2,106.15041665516684,56.75
C000384_025+0.754_031+0.560_S-384,C000384,25.754,31.56,S-384,5.787,S-384,2,0.4,398.45761440497597,47.5
C000384_001+0.169_003+0.191_S-384,C000384,1.169,3.191,S-384,2.001,S-384,2,0.4,111.14140918543349,492.5
C000384_000+0.000_001+0.169_S-384,C000384,0.0,1.169,S-384,1.167,S-384,0,0.0,0.0,1447.75
C000381_003+0.759_013+0.683_S-381,C000381,3.759,13.683,S-381,9.913,S-381,1,0.2,42.33344472066975,130.5
C000381_000+0.000_003+0.759_S-381,C000381,0.0,3.759,S-381,3.752,S-381,1,0.2,55.7634592040187,261.75
C000401_000+0.000_005+0.020_S-401,C000401,0.0,5.02,S-401,5.024,S-401,9,1.8,109.44357165093074,896.4
C000374_004+0.049_006+0.055_S-374,C000374,4.049,6.055,S-374,2.003,S-374,1,0.2,198.48453307638508,137.75
C000370_000+0.000_001+0.876_S-370,C000370,0.0,1.876,S-370,1.952,S-370,21,4.2,231.34845543956712,2546.6666666666665
C000366_032+0.239_038+0.229_S-366,C000366,32.239,38.229,S-366,5.987,S-366,0,0.0,0.0,72.0
C000366_038+0.229_045+0.609_S-366,C000366,38.229,45.609,S-366,7.376,S-366,0,0.0,0.0,80.75
C000366_002+0.483_012+0.541_S-366,C000366,2.483,12.541,S-366,10.061,S-366,3,0.6,106.17517783103928,153.8
C000366_000+0.058_002+0.483_S-366,C000366,0.058,2.483,S-366,2.397,S-366,0,0.0,0.0,213.0
C000365_017+0.080_020+0.077_S-365,C000365,17.08,20.077,S-365,2.998,S-365,0,0.0,0.0,22.25
C000363_010+0.251_011+0.291_S-363,C000363,10.251,11.291,S-363,1.043,S-363,2,0.4,320.4886479304723,327.6666666666667
C000504_010+0.966_012+0.850_S-504,C000504,10.966,12.85,S-504,1.884,S-504,0,0.0,0.0,25.0
C000363_002+0.060_010+0.251_S-363,C000363,2.06,10.251,S-363,8.1,S-363,4,0.8,181.20069514928687,149.25
C000447_002+0.086_032+0.317_S-447,C000447,2.086,32.317,S-447,30.143,S-447,4,0.8,119.13597120575074,61.0
C000379_000+0.031_005+1.001_S-379,C000379,0.031,6.0009999999999994,S-379,6.08,S-379,2,0.4,120.09761534174979,150.0
C000360_015+0.794_018+0.222_S-360,C000360,15.794,18.222,S-360,2.428,S-360,1,0.2,196.1339180425396,115.0
C000360_001+0.801_005+0.649_S-360,C000360,1.8010000000000002,5.649,S-360,3.844,S-360,0,0.0,0.0,506.25
C000360_000+0.335_001+0.801_S-360,C000360,0.335,1.8010000000000002,S-360,1.48,S-360,1,0.2,66.40295926647254,557.25
C000360_000+0.000_000+0.335_S-360,C000360,0.0,0.335,S-360,0.335,S-360,1,0.2,188.5973200305736,866.8
C000359_006+0.447_011+0.014_S-359,C000359,6.447,11.014,S-359,4.575,MT-2/S-359,10,2.0,133.8220823571807,894.5
C000359_002+0.291_006+0.447_S-359,C000359,2.291,6.447,S-359,4.162,MT-2/S-359,14,2.8,154.090408377429,1195.5
C000358_017+0.768_025+0.349_S-358,C000358,17.768,25.349,S-358,7.554,S-358,4,0.8,108.40728085304886,267.5
C000358_000+0.000_000+0.196_S-358,C000358,0.0,0.196,S-358,0.196,S-358,0,0.0,0.0,480.4
C000517_006+0.313_012+0.303_S-517,C000517,6.313,12.303,S-517,5.984,S-517,5,1.0,179.80007129633805,254.5
C000357_000+0.000_004+0.830_S-357,C000357,0.0,4.83,S-357,4.76,S-357,2,0.4,57.41808960702664,400.75
C000354_009+0.456_012+0.465_S-354,C000354,9.456,12.465,S-354,3.011,S-354,5,1.0,81.68329786168962,1113.3333333333333
C000352_002+0.145_005+0.901_S-352,C000352,2.145,5.901,S-352,3.748,S-352,2,0.4,90.19545007681117,324.0
C000352_000+0.000_002+0.145_S-352,C000352,0.0,2.145,S-352,2.159,S-352,2,0.4,65.39232892238705,775.8
C000350_000+0.000_001+0.747_S-350,C000350,0.0,1.7469999999999999,S-350,1.75,S-350,0,0.0,0.0,112.33333333333333
C000348_012+0.351_014+0.014_S-348,C000348,12.350999999999999,14.014,S-348,1.661,S-348,0,0.0,0.0,165.0
C000348_000+0.000_006+0.252_S-348,C000348,0.0,6.252,S-348,6.236,S-348,5,1.0,123.34260788174025,356.0
C000347_005+0.416_006+0.238_U-602,C000347,5.416,6.2379999999999995,U-602,0.822,S-347,61,12.2,267.8375571338486,15173.5
C000420_003+0.234_006+0.741_S-420,C000420,3.234,6.741,S-420,3.705,S-420,4,0.8,221.4418721369054,267.0
C000346_002+0.941_007+0.924_S-346,C000346,2.941,7.924,S-346,4.965,S-346,10,2.0,152.49004579291324,723.3333333333334
C000346_000+1.019_002+0.941_S-346,C000346,1.019,2.941,S-346,1.992,S-346,9,1.8,211.16281355956835,1171.75
C000346_000+0.000_000+0.083_S-346,C000346,0.0,0.083,S-346,0.083,S-346,4,0.8,541.7187231273656,4872.0
C000345_009+0.110_010+0.548_U-1216,C000345,9.11,10.548,U-1216,1.433,S-345,14,2.8,113.2585984800234,4724.0
C000345_005+0.545_008+0.535_S-345,C000345,5.545,8.535,S-345,2.982,S-345,24,4.8,310.4494909351889,1419.75
C000345_000+0.000_000+0.503_U-1216,C000345,0.0,0.503,U-1216,0.503,S-345,1,0.2,20.790713814535007,5236.75
C000344_024+0.972_033+0.636_S-344,C000344,24.972,33.636,S-344,8.652,S-344,2,0.4,68.89462870709038,183.75
C000344_000+0.000_005+0.982_S-344,C000344,0.0,5.982,S-344,5.98,S-344,2,0.4,119.7117026162107,153.0
C000343_010+0.919_017+0.916_S-343,C000343,10.919,17.916,S-343,7.001,S-343,1,0.2,71.60077177054197,109.25
C000552_000+0.053_002+0.764_S-552,C000552,0.053,2.7640000000000002,S-552,2.779,S-552,0,0.0,0.0,217.5
C000343_000+0.000_000+0.050_S-343,C000343,0.0,0.05,S-343,0.05,S-343,0,0.0,0.0,268.75
C000342_000+0.665_000+0.863_S-342,C000342,0.665,0.863,S-342,0.197,S-342,0,0.0,0.0,486.0
C000342_000+0.633_000+0.665_S-342,C000342,0.633,0.665,S-342,0.033,S-342,0,0.0,0.0,496.75
C000342_000+0.000_000+0.633_S-342,C000342,0.0,0.633,S-342,0.633,S-342,0,0.0,0.0,496.75
C000340_007+0.330_018+0.492_S-340,C000340,7.33,18.492,S-340,11.154,S-340,0,0.0,0.0,56.333333333333336
C000340_000+1.091_007+0.330_S-340,C000340,1.091,7.33,S-340,6.261,S-340,1,0.2,38.23793408992114,228.75
C000340_000+0.000_000+0.077_S-340,C000340,0.0,0.077,S-340,0.077,S-340,0,0.0,0.0,395.75
C000338_017+0.326_021+0.571_S-338,C000338,17.326,21.571,S-338,4.243,S-338,0,0.0,0.0,38.75
C000338_000+0.000_015+0.262_S-338,C000338,0.0,15.262,S-338,15.253,S-338,0,0.0,0.0,93.2
C000336_011+0.905_012+0.923_S-336,C000336,11.905,12.923,S-336,1.015,S-336,0,0.0,0.0,27.75
C000335_001+0.742_005+0.852_S-335,C000335,1.742,5.852,S-335,4.075,S-335,0,0.0,0.0,230.0
C000334_000+0.000_003+0.709_S-334,C000334,0.0,3.709,S-334,3.76,S-334,6,1.2,127.95048268551889,683.0
C000332_038+0.514_040+0.284_S-332,C000332,38.514,40.284,S-332,1.771,S-332,0,0.0,0.0,58.0
C000332_037+0.240_038+0.514_S-332,C000332,37.24,38.514,S-332,1.273,S-332,0,0.0,0.0,70.5
C000531_002+0.569_005+0.056_S-531,C000531,2.569,5.056,S-531,2.487,S-531,11,2.2,178.13164964780145,1359.8
C000332_022+0.088_037+0.240_S-332,C000332,22.088,37.24,S-332,15.157,S-332,1,0.2,51.250352781162746,70.5
C000332_001+0.301_022+0.088_S-332,C000332,1.301,22.088,S-332,20.813,S-332,7,1.4,224.62015893611596,82.0
C000332_000+0.000_001+0.301_S-332,C000332,0.0,1.301,S-332,1.31,S-332,3,0.6,548.8617695475426,228.5
C000331_001+0.727_005+0.984_S-331,C000331,1.7269999999999999,5.984,S-331,4.24,S-331,7,1.4,220.5197815064802,410.0
C000331_001+0.231_001+0.455_S-331,C000331,1.231,1.455,S-331,0.224,S-331,0,0.0,0.0,707.5
C000331_000+0.944_001+0.231_S-331,C000331,0.944,1.231,S-331,0.266,S-331,0,0.0,0.0,1116.5
C000331_000+0.000_000+0.944_S-331,C000331,0.0,0.944,S-331,0.944,S-331,3,0.6,152.16591440910778,1143.75
C000330_036+0.880_036+0.943_S-330,C000330,36.88,36.943,S-330,0.062,S-330,0,0.0,0.0,720.3333333333334
C000330_034+0.963_036+0.200_S-330,C000330,34.963,36.2,S-330,1.222,S-330,0,0.0,0.0,257.25
C000330_002+0.159_017+0.188_S-330,C000330,2.159,17.188,S-330,15.287,S-330,12,2.4,168.09026616896352,255.75
C000330_000+0.000_000+0.025_S-330,C000330,0.0,0.025,S-330,0.025,S-330,0,0.0,0.0,536.5
C000328_000+0.000_018+0.868_S-328,C000328,0.0,18.868,S-328,18.848,S-328,0,0.0,0.0,27.666666666666668
C001201_002+0.039_002+0.548_N-412,C001201,2.039,2.548,N-412,0.509,,2,0.4,8.838879260942376,24345.25
C000327_005+0.232_013+0.334_S-327,C000327,5.232,13.334,S-327,8.104,S-327,3,0.6,73.72051412883141,275.0
C000327_002+0.302_005+0.232_S-327,C000327,2.302,5.232,S-327,2.911,S-327,0,0.0,0.0,316.5
C000326_000+0.000_001+0.683_S-326,C000326,0.0,1.683,S-326,1.683,S-326,2,0.4,166.5505686372221,390.75
C000325_000+0.042_003+0.851_S-325,C000325,0.042,3.851,S-325,4.773,S-325,4,0.8,222.25304909055288,206.5
C000324_019+0.553_034+0.714_S-324,C000324,19.553,34.714,S-324,15.025,S-324,4,0.8,176.36577509260232,82.66666666666667
C000324_006+0.294_019+0.553_S-324,C000324,6.294,19.553,S-324,13.172,S-324,1,0.2,23.79196544099392,174.75
C000324_002+0.626_006+0.294_S-324,C000324,2.626,6.294,S-324,3.652,S-324,0,0.0,0.0,269.25
C000324_000+0.000_000+0.049_S-324,C000324,0.0,0.049,S-324,0.049,S-324,0,0.0,0.0,377.0
C000323_065+0.187_070+0.960_P-323,C000323,65.187,70.96,P-323,5.766,MT-323,1,0.2,33.24796139027553,285.6666666666667
C000344_005+0.982_013+0.994_S-344,C000344,5.982,13.994,S-344,8.002,S-344,1,0.2,50.69520823112546,135.0
C000323_032+0.243_040+0.796_P-323,C000323,32.243,40.796,P-323,8.546,MT-323,0,0.0,0.0,201.75
C000323_022+0.947_032+0.243_P-323,C000323,22.947,32.243,P-323,9.292,MT-323,0,0.0,0.0,227.75
C000323_007+0.111_022+0.947_P-323,C000323,7.111,22.947,P-323,15.931,MT-323,2,0.4,18.979195120516195,362.25
C000322_000+0.000_009+0.601_S-322,C000322,0.0,9.600999999999999,S-322,9.381,S-322,0,0.0,0.0,251.5
C000320_005+0.280_005+0.933_S-320,C000320,5.28,5.933,S-320,0.653,S-320,0,0.0,0.0,32.0
C000320_000+0.000_004+0.218_S-320,C000320,0.0,4.218,S-320,4.215,S-320,1,0.2,333.1478699141522,39.0
C000315_001+0.135_001+0.400_I-315,C000315,1.135,1.4,I-315,0.265,BR I-15/I-315/MT-200/MT-3/US-89,37,7.4,325.8903767466886,23463.0
C000315_000+0.245_001+0.135_I-315,C000315,0.245,1.135,I-315,0.319,BR I-15/I-315/MT-200/MT-3/US-89,12,2.4,164.53215053883264,12521.0
C000315_000+0.000_000+0.245_I-315,C000315,0.0,0.245,I-315,0.245,BR I-15/I-315/MT-200/MT-3/US-89,8,1.6,135.844951683315,13163.75
C000314_010+0.083_017+0.520_S-314,C000314,10.083,17.52,S-314,7.44,S-314,2,0.4,56.513025608154194,260.5
C000314_002+0.353_005+0.180_S-314,C000314,2.3529999999999998,5.18,S-314,2.813,S-314,1,0.2,25.48215400256378,764.0
C000313_000+0.000_000+0.183_S-313,C000313,0.0,0.183,S-313,0.183,S-313,0,0.0,0.0,2253.8
C000311_021+0.793_025+0.898_S-311,C000311,21.793,25.898,S-311,4.109,S-311,2,0.4,346.180304847692,77.0
C000311_021+0.107_021+0.793_S-311,C000311,21.107,21.793,S-311,0.686,S-311,0,0.0,0.0,87.0
C000311_008+0.283_009+0.188_S-311,C000311,8.283,9.188,S-311,0.902,S-311,1,0.2,583.7936273648079,104.0
C000311_005+0.494_008+0.283_S-311,C000311,5.494,8.283,S-311,2.801,S-311,1,0.2,113.89381586154302,171.66666666666666
C000311_002+0.427_002+0.679_S-311,C000311,2.427,2.6790000000000003,S-311,0.251,S-311,0,0.0,0.0,343.25
C000311_002+0.115_002+0.427_S-311,C000311,2.115,2.427,S-311,0.312,S-311,0,0.0,0.0,526.0
C000518_000+0.456_002+0.632_S-518,C000518,0.456,2.632,S-518,2.169,S-518,44,8.8,497.7907334785237,2231.75
C000311_000+0.050_002+0.115_S-311,C000311,0.05,2.115,S-311,2.161,S-311,1,0.2,57.530552809649436,440.5
C000311_000+0.000_000+0.050_S-311,C000311,0.0,0.05,S-311,0.05,S-311,0,0.0,0.0,440.5
C000310_039+0.941_040+0.693_S-310,C000310,39.941,40.693,S-310,0.75,S-310,0,0.0,0.0,175.0
C000310_037+0.641_039+0.941_S-310,C000310,37.641,39.941,S-310,2.294,S-310,1,0.2,378.93547415506225,63.0
C000310_026+0.920_037+0.641_S-310,C000310,26.92,37.641,S-310,11.363,S-310,0,0.0,0.0,30.25
C000310_026+0.806_026+0.920_S-310,C000310,26.806,26.92,S-310,0.114,S-310,0,0.0,0.0,43.5
C000434_000+0.467_011+0.630_S-434,C000434,0.467,11.63,S-434,11.12,S-434,18,3.6,250.06373013086684,354.5
C000310_000+1.042_026+0.806_S-310,C000310,1.042,26.806,S-310,25.795,S-310,1,0.2,48.80613733467718,43.5
C000451_000+0.000_000+0.020_S-451,C000451,0.0,0.02,S-451,0.02,S-451,0,0.0,0.0,930.25
C000308_008+0.773_014+0.263_S-308,C000308,8.773,14.263,S-308,5.505,S-308,10,2.0,120.43753443565039,826.0
C000308_000+0.000_001+0.540_S-308,C000308,0.0,1.54,S-308,1.547,S-308,8,1.6,238.4672322721033,1187.6
C000306_001+0.437_010+0.474_S-306,C000306,1.437,10.474,S-306,9.129,S-306,9,1.8,98.63106806790749,547.4
C000420_000+0.000_003+0.234_S-420,C000420,0.0,3.234,S-420,3.225,S-420,9,1.8,293.0607822471202,521.5
C000306_000+0.811_001+0.437_S-306,C000306,0.811,1.437,S-306,0.625,S-306,3,0.6,214.65757019436703,1224.6
C000302_016+0.067_017+0.428_S-302,C000302,16.067,17.428,S-302,1.364,S-302,1,0.2,136.87478154784867,293.3333333333333
C000302_015+0.035_016+0.067_S-302,C000302,15.035,16.067,S-302,1.023,S-302,3,0.6,586.1304513971135,274.0
C000302_007+0.061_015+0.035_S-302,C000302,7.061,15.035,S-302,7.925,S-302,11,2.2,246.79816401909824,308.0
C000302_004+0.264_007+0.061_S-302,C000302,4.264,7.061,S-302,2.796,S-302,12,2.4,254.09819090981512,925.0
C000300_003+0.423_013+0.357_S-300,C000300,3.423,13.357,S-300,9.918,S-300,0,0.0,0.0,68.66666666666667
C000298_019+0.192_025+0.564_S-298,C000298,19.192,25.564,S-298,6.391,S-298,1,0.2,56.19019840486534,152.5
C000298_016+0.664_019+0.192_S-298,C000298,16.664,19.192,S-298,2.537,S-298,2,0.4,114.82089038787205,376.0
C000298_000+0.859_016+0.664_S-298,C000298,0.859,16.664,S-298,15.849,S-298,27,5.4,163.3183232498083,571.25
C000565_000+0.480_001+0.772_S-565,C000565,0.48,1.772,S-565,1.302,S-565,6,1.2,539.2543286052808,468.0
C000298_000+0.500_000+0.859_S-298,C000298,0.5,0.859,S-298,0.36,S-298,1,0.2,173.65713025062755,876.0
C000297_037+0.423_037+0.492_S-297,C000297,37.423,37.492,S-297,0.07,S-297,0,0.0,0.0,166.66666666666666
C000297_036+0.204_037+0.423_S-297,C000297,36.204,37.423,S-297,1.228,S-297,0,0.0,0.0,131.5
C000297_020+0.612_023+0.321_S-297,C000297,20.612,23.321,S-297,2.706,S-297,0,0.0,0.0,23.0
C000297_008+0.995_017+0.178_S-297,C000297,8.995,17.178,S-297,8.175,S-297,0,0.0,0.0,18.25
C001207_001+0.432_001+0.730_P-118,C001207,1.432,1.73,P-118,0.298,S-570,0,0.0,0.0,6982.25
C000297_002+0.494_008+0.995_S-297,C000297,2.4939999999999998,8.995,S-297,6.43,S-297,0,0.0,0.0,33.25
C000297_000+0.000_002+0.494_S-297,C000297,0.0,2.4939999999999998,S-297,2.478,S-297,0,0.0,0.0,77.75
C001207_000+0.939_001+0.150_N-118,C001207,0.939,1.15,N-118,0.21,BR I-90,1,0.2,10.427894527346528,25008.25
C000295_002+0.282_008+0.985_S-295,C000295,2.282,8.985,S-295,6.678,S-295,8,1.6,510.5516350997505,128.5
C000384_057+0.178_057+0.241_S-384,C000384,57.178,57.241,S-384,0.063,S-384,0,0.0,0.0,113.33333333333333
C000294_027+0.008_029+0.155_S-294,C000294,27.008,29.155,S-294,2.117,S-294,4,0.8,383.24332193241935,270.0
C000294_021+0.822_027+0.008_S-294,C000294,21.822,27.008,S-294,5.19,S-294,5,1.0,265.1238494778221,199.0
C000294_015+0.673_021+0.822_S-294,C000294,15.673,21.822,S-294,6.152,S-294,7,1.4,327.9648793467809,190.0
C000322_017+0.333_026+1.235_S-322,C000322,17.333,27.235,S-322,9.901,S-322,1,0.2,146.522125588593,37.75
C000294_000+0.000_015+0.673_S-294,C000294,0.0,15.673,S-294,15.685,S-294,12,2.4,242.88844271968688,172.5
C000291_000+0.000_000+0.067_N-291,C000291,0.0,0.067,N-291,0.067,S-291,30,6.0,975.5790593041716,25135.25
C000290_014+0.056_015+0.915_S-290,C000290,14.056,15.915,S-290,1.851,S-290,1,0.2,281.7756815921273,105.0
C000290_010+0.108_014+0.056_S-290,C000290,10.108,14.056,S-290,3.895,S-290,3,0.6,269.3526556585361,156.6
C000290_008+0.782_010+0.108_S-290,C000290,8.782,10.108,S-290,1.705,S-290,0,0.0,0.0,254.0
C000290_006+0.223_008+0.782_S-290,C000290,6.223,8.782,S-290,2.556,S-290,6,1.2,110.06437832786253,1168.0
C000288_006+0.127_007+0.757_S-288,C000288,6.127,7.757,S-288,1.633,S-288,9,1.8,178.38371029640624,1692.0
C000288_000+0.049_006+0.127_S-288,C000288,0.049,6.127,S-288,6.075,S-288,34,6.8,163.61989902309818,1873.25
C000287_007+0.143_007+0.897_S-287,C000287,7.143,7.897,S-287,0.754,S-287,0,0.0,0.0,123.0
C000287_003+0.409_007+0.143_S-287,C000287,3.409,7.143,S-287,3.76,S-287,5,1.0,151.7981234570252,479.75
C000287_000+0.279_003+0.409_S-287,C000287,0.279,3.409,S-287,3.137,S-287,7,1.4,130.38490023296075,937.25
C000467_015+0.197_020+0.417_S-467,C000467,15.197,20.417,S-467,5.206,S-467,0,0.0,0.0,7.25
C000287_000+0.000_000+0.279_S-287,C000287,0.0,0.279,S-287,0.279,S-287,3,0.6,336.25451925023077,1751.25
C000284_016+0.019_026+0.933_S-284,C000284,16.019,26.933,S-284,10.904,S-284,19,3.8,414.4454213461077,230.25
C000284_014+0.613_016+0.019_S-284,C000284,14.613,16.019,S-284,1.34,S-284,5,1.0,887.4927090255222,230.25
C000446_000+1.025_002+0.695_S-446,C000446,1.025,2.695,S-446,1.753,S-446,1,0.2,114.57378534284481,272.6666666666667
C000284_010+0.242_014+0.613_S-284,C000284,10.242,14.613,S-284,3.943,S-284,21,4.2,345.7854042249644,843.5
C000284_001+0.860_004+0.667_S-284,C000284,1.8599999999999999,4.667,S-284,2.759,S-284,12,2.4,282.3863405704002,843.5
C000284_000+0.419_001+0.860_S-284,C000284,0.419,1.8599999999999999,S-284,1.438,S-284,1,0.2,43.92595813087663,867.0
C000284_000+0.000_000+0.419_S-284,C000284,0.0,0.419,S-284,0.419,S-284,0,0.0,0.0,867.0
C000283_003+0.417_006+0.428_S-283,C000283,3.417,6.428,S-283,3.012,S-283,6,1.2,268.70111963887257,406.0
C000282_000+0.954_002+0.255_S-282,C000282,0.954,2.255,S-282,1.304,S-282,13,2.6,219.7043190881154,2485.0
C000291_000+0.722_000+0.829_N-291,C000291,0.722,0.829,N-291,0.107,S-291,32,6.4,961.1885320155301,17039.5
C000282_000+0.178_000+0.954_S-282,C000282,0.178,0.954,S-282,0.776,S-282,4,0.8,100.99867693753187,2795.0
C000282_000+0.063_000+0.178_S-282,C000282,0.063,0.178,S-282,0.115,S-282,3,0.6,227.99863693294895,6266.0
C000280_004+0.617_008+0.487_S-280,C000280,4.617,8.487,S-280,3.884,S-280,18,3.6,159.50259038076476,1591.2
C000279_022+0.039_027+0.012_S-279,C000279,22.039,27.012,S-279,5.04,S-279,14,2.8,413.3794730966025,368.0
C000279_008+0.681_014+0.924_S-279,C000279,8.681000000000001,14.924,S-279,6.221,S-279,14,2.8,140.6096543692074,876.5
C000279_003+0.418_008+0.681_S-279,C000279,3.418,8.681000000000001,S-279,5.245,S-279,38,7.6,431.89618946826965,918.6666666666666
C000279_002+0.135_003+0.418_S-279,C000279,2.135,3.418,S-279,1.274,S-279,12,2.4,285.9397358521508,1804.0
C000330_024+0.200_031+0.853_S-330,C000330,24.2,31.853,S-330,7.279,S-330,1,0.2,151.99255252299864,49.5
C000489_000+0.000_005+0.576_S-489,C000489,0.0,5.576,S-489,5.634,S-489,15,3.0,208.2934451385893,700.0
C000278_054+0.485_061+0.156_S-278,C000278,54.485,61.156,S-278,6.65,S-278,3,0.6,63.67472978354922,388.0
C000278_042+0.620_054+0.485_S-278,C000278,42.62,54.485,S-278,11.831,S-278,9,1.8,103.37493172823741,403.0
C000278_025+0.171_042+0.620_S-278,C000278,25.171,42.62,S-278,17.481,S-278,12,2.4,90.20665764222198,416.75
C000278_000+0.000_000+0.050_S-278,C000278,0.0,0.05,S-278,0.05,S-278,0,0.0,0.0,1139.75
C000277_029+0.587_033+0.537_S-277,C000277,29.587,33.537,S-277,3.948,S-277,0,0.0,0.0,50.666666666666664
C000277_000+0.000_017+0.495_S-277,C000277,0.0,17.495,S-277,17.485,S-277,0,0.0,0.0,54.75
C000447_000+0.000_000+0.034_S-447,C000447,0.0,0.034,S-447,0.034,S-447,0,0.0,0.0,135.5
C000275_002+0.904_003+0.045_S-275,C000275,2.904,3.045,S-275,0.141,BR I-90/S-275,0,0.0,0.0,2264.6666666666665
C000275_002+0.302_002+0.904_S-275,C000275,2.302,2.904,S-275,0.602,BR I-90/S-275,5,1.0,200.35447892495742,2270.25
C000275_001+0.871_002+0.302_S-275,C000275,1.871,2.302,S-275,0.431,BR I-90/S-275,1,0.2,57.216631466437136,2220.75
C000448_000+0.000_000+0.126_S-448,C000448,0.0,0.126,S-448,0.126,S-448,0,0.0,0.0,728.0
C000275_001+0.055_001+0.122_S-275,C000275,1.055,1.1219999999999999,S-275,0.067,BR I-90/S-275,0,0.0,0.0,5000.75
